ID;BEROEP;ALTBEROEP;POSITIE;HISCO;STATUS;REL
468;IJzer en staal ;ijzer en staal;;;;
469;Fabricage van brandkasten;fabricage van brandkasten;A;21110;;
470;Fabricage van brandkasten;fabricage van brandkasten;D;84105;;
471;Fabricage van kachels;fabricage van kachels;A;21110;;
472;Fabricage van naalden;fabricage van naalden;A;21110;;
473;Fabricage van naalden;fabricage van naalden;D;83990;;
474;Fabricage van nagels en spijkers;fabricage van nagels en spijkers;D;83990;;
475;Fabricage van ijzer en ijzerwaren;fabricage van ijzer en ijzerwaren;A;21110;;
476;Fabricage van ijzer en ijzerwaren;fabricage van ijzer en ijzerwaren;B;21110;;
477;Fabricage van ijzer en ijzerwaren;fabricage van ijzer en ijzerwaren;C;72000;;
478;Fabricage van ijzer en ijzerwaren;fabricage van ijzer en ijzerwaren;D;72000;;
479;Hoefsmeden;hoefsmeden;A;83110;;
480;Hoefsmeden;hoefsmeden;D;83110;;
481;Smeden en slotenmakers;smeden en slotenmakers;A;83110;;
482;Smeden en slotenmakers;smeden en slotenmakers;B;83110;;
483;Smeden en slotenmakers;smeden en slotenmakers;C;83110;;
484;Smeden en slotenmakers;smeden en slotenmakers;D;83110;;
485;Vijlenmakers;vijlenmakers;A;83220;;
486;Vijlenmakers;vijlenmakers;D;83220;;
487;IJzergieters;ijzergieters;A;72420;;
488;IJzergieters;ijzergieters;C;72420;;
489;IJzergieters;ijzergieters;D;72420;;
490;Zagenvijlers;zagenvijlers;A;83550;;
491;Totaal voor X;totaal voor x;A;;;
492;Totaal voor X;totaal voor x;B;;;
493;Totaal voor X;totaal voor x;C;;;
494;Totaal voor X;totaal voor x;D;;;
495;Totaal voor groep X;totaal voor groep x;;;;
496;Papier, enz.;papier enz;;;;
497;Papier en kartonvervaardiging;papier en kartonvervaardiging;;;;
498;Fabricage van papier;fabricage van papier;A;21110;;
499;Fabricage van papier;fabricage van papier;D;73400;;
500;Papier- en kartonbewerking;papier en kartonbewerking;;;;
501;Doozenplakkers;doozenplakkers;A;91025;;
502;Doozenplakkers;doozenplakkers;D;91025;;
503;Fabricage van kartonnages;fabricage van kartonnages;A;21110;;
504;Fabricage van kartonnages;fabricage van kartonnages;B;21110;;
505;Fabricage van kartonnages;fabricage van kartonnages;D;73490;;
506;Fabricage van kartonnages;fabricage van kartonnages;A;21110;;
507;Fabricage van kartonnages;fabricage van kartonnages;D;73490;;
508;Zakkenplakkers;zakkenplakkers;A;91075;;
509;Zakkenplakkers;zakkenplakkers;D;91075;;
510;Totaal voor XI;totaal voor xi;A;;;
511;Totaal voor XI;totaal voor xi;B;;;
512;Totaal voor XI;totaal voor xi;C;;;
513;Totaal voor XI;totaal voor xi;D;;;
514;Totaal voor groep XI;totaal voor groep xi;;;;
515;Scheepsbouw, vervaardiging van rijtuigen enz.;scheepsbouw vervaardiging van rijtuigen enz;;;;
516;Scheepsbouw (incl. marine-inrichtingen);scheepsbouw incl marineinrichtingen;;;;
517;Blok- en mastenmakers;blok en mastenmakers;A;95440;;
518;Blok- en mastenmakers;blok en mastenmakers;D;95440;;
519;Scheepmakers;scheepmakers;A;95440;;
520;Scheepmakers;scheepmakers;C;95440;;
521;Scheepmakers;scheepmakers;D;95440;;
522;Scheepsschilders;scheepsschilders;D;93130;;
523;Scheepsschilders;scheepsschilders;A;93130;;
524;Scheepsschilders;scheepsschilders;C;93130;;
525;Scheepsschilders;scheepsschilders;D;93130;;
526;Rijtuigen enz.;rijtuigen enz;;;;
527;Fabricage van rijtuigen;fabricage van rijtuigen;A;21110;;
528;Fabricage van rijtuigen;fabricage van rijtuigen;C;81925;;
529;Fabricage van rijtuigen;fabricage van rijtuigen;D;81925;;
530;Fabricage van rijwielen;fabricage van rijwielen;A;21110;;
531;Fabricage van rijwielen;fabricage van rijwielen;C;84975;;
532;Fabricage van wagens (wagenmakers);fabricage van wagens wagenmakers;A;21110;;
533;Fabricage van wagens (wagenmakers);fabricage van wagens wagenmakers;D;81925;;
534;Rijtuigschilders;rijtuigschilders;A;93960;;
535;Rijtuigschilders;rijtuigschilders;C;93960;;
536;Rijtuigschilders;rijtuigschilders;D;93960;;
537;Totaal voor XII;totaal voor xii;A;;;
538;Totaal voor XII;totaal voor xii;B;;;
539;Totaal voor XII;totaal voor xii;C;;;
540;Totaal voor XII;totaal voor xii;D;;;
541;Totaal voor groep XII;totaal voor groep xii;;;;
542;Stoom- en andere werktuigen, toestellen, instrumeneten, oorlogsmaterieel enz.;stoom en andere werktuigen toestellen instrumeneten oorlogsmaterieel enz;;;;
543;Stoom- en andere werktuigen, toestellen enz.;stoom en andere werktuigen toestellen enz;;;;
544;Blaasbalgmakers;blaasbalgmakers;A;81990;;
545;Electriciens;electriciens;A;85510;;
546;Electriciens;electriciens;B;85510;;
547;Electriciens;electriciens;C;85510;;
548;Electriciens;electriciens;D;85510;;
549;Fabricage van basculen;fabricage van basculen;A;21110;;
550;Fabricage van basculen;fabricage van basculen;D;84990;;
551;Fabricage van brandspuiten;fabricage van brandspuiten;A;21110;;
552;Fabricage van brandspuiten;fabricage van brandspuiten;D;90100;;
553;Fabricage van filtreermachines;fabricage van filtreermachines;A;21110;;
554;Fabricage van lampen;fabricage van lampen;A;21110;;
555;Fabricage van lampen;fabricage van lampen;D;94990;;
556;Fabricage van machines;fabricage van machines;A;21110;;
557;Fabricage van machines;fabricage van machines;C;84100;;
558;Fabricage van machines;fabricage van machines;D;84100;;
559;Fabricage van naaimachines;fabricage van naaimachines;A;21110;;
560;Fabricage van naaimachines;fabricage van naaimachines;C;84150;;
561;Fabricage van stoomwerktuigen;fabricage van stoomwerktuigen;A;21110;;
562;Fabricage van stoomwerktuigen;fabricage van stoomwerktuigen;B;21110;;
563;Fabricage van stoomwerktuigen;fabricage van stoomwerktuigen;C;84100;;
564;Fabricage van stoomwerktuigen;fabricage van stoomwerktuigen;D;84100;;
565;Galvaniseerders;galvaniseerders;A;72830;;
566;Galvaniseerders;galvaniseerders;D;72830;;
567;Telephoonaanleggers;telephoonaanleggers;D;85600;;
568;Instrumenten;instrumenten;;;;
569;Breukbandenmakers;breukbandenmakers;A;79190;;
570;Brillenslijpers;brillenslijpers;A;89160;;
571;Brillenslijpers;brillenslijpers;A;89160;;
572;Fabricage van chronometers;fabricage van chronometers;A;21110;;
573;Fabricage van chronometers;fabricage van chronometers;D;84220;;
574;Fabricage van heel- en verloskundige instrumenten;fabricage van heel en verloskundige instrumenten;A;21110;;
575;Fabricage van klokken;fabricage van klokken;A;21110;;
576;Fabricage van klokken;fabricage van klokken;D;84220;;
577;Fabricage va muziekinstrumenten;fabricage va muziekinstrumenten;A;21110;;
578;Fabricage va muziekinstrumenten;fabricage va muziekinstrumenten;C;94100;;
579;Fabricage va muziekinstrumenten;fabricage va muziekinstrumenten;D;94100;;
580;Fabricage van timmermansgereedschap;fabricage van timmermansgereedschap;A;21110;;
581;Horlogemakers;horlogemakers;A;84222;;
582;Horlogemakers;horlogemakers;D;84222;;
583;Instrumentslijpers;instrumentslijpers;A;83540;;
584;Instrumentslijpers;instrumentslijpers;D;83540;;
585;Pianostemmers;pianostemmers;C;94180;;
586;Scharenslijpers;scharenslijpers;A;83590;;
587;Scharenslijpers;scharenslijpers;D;83590;;
588;Werktuigkundigen (instrumentmakers);werktuigkundigen instrumentmakers;A;03510;;
589;Werktuigkundigen (instrumentmakers);werktuigkundigen instrumentmakers;C;03510;;
590;Werktuigkundigen (instrumentmakers);werktuigkundigen instrumentmakers;D;03510;;
591;Oorlogsmaterieelen wapens (incl. werkplaatsen van leger en marine);oorlogsmaterieelen wapens incl werkplaatsen van leger en marine;;;;
592;Geweermakers;geweermakers;A;83920;;
593;Geweermakers;geweermakers;D;83920;;
594;Torpedomakers;torpedomakers;D;83990;;
595;Totaal voor XII;totaal voor xii;A;;;
596;Totaal voor XII;totaal voor xii;B;;;
597;Totaal voor XII;totaal voor xii;C;;;
598;Totaal voor XII;totaal voor xii;D;;;
599;Totaal voor groep XIII;totaal voor groep xiii;;;;
600;Textiele nijverheid.;textiele nijverheid;;;;
601;Spinnerij van alle stoffen.;spinnerij van alle stoffen;;;;
602;Fabricage van garen;fabricage van garen;A;21110;;
603;Fabricage van garen;fabricage van garen;D;75000;;
604;Fabricage van katoen;fabricage van katoen;D;75100;;
605;Fabricage van zijde;fabricage van zijde;D;75000;;
606;Weverij, breierij, enz.;weverij breierij enz;;;;
607;Breisters;breisters;A;75500;;
608;Breisters;breisters;C;75500;;
609;Breisters;breisters;D;75500;;
610;Fabricage van kousen;fabricage van kousen;A;21110;;
611;Fabricage van kousen;fabricage van kousen;D;75490;;
612;Fabricage van linnen;fabricage van linnen;A;21110;;
613;Fabricage van linnen;fabricage van linnen;D;75000;;
614;Fabricage van tapijten;fabricage van tapijten;A;21110;;
615;Fabricage van tapijten;fabricage van tapijten;D;75457;;
616;Fabricage van tricot;fabricage van tricot;A;21110;;
617;Fabricage van wol en wollen stoffen.;fabricage van wol en wollen stoffen;A;21110;;
618;Fabricage van wol en wollen stoffen.;fabricage van wol en wollen stoffen;B;21110;;
619;Fabricage van wol en wollen stoffen.;fabricage van wol en wollen stoffen;D;75000;;
620;Zakkenmakers;zakkenmakers;A;91075;;
621;Zakkenmakers;zakkenmakers;D;91075;;
622;Band-, kant-, koord-, en passementfabrieken enz.;band kant koord en passementfabrieken enz;;;;
623;Fabricage van bont;fabricage van bont;A;21110;;
624;Fabricage van bont;fabricage van bont;D;79200;;
625;Fabricage van passementeriën;fabricage van passementeriën;A;21110;;
626;Fabricage van passementeriën;fabricage van passementeriën;D;75452;;
627;Fabricage van viltwaren;fabricage van viltwaren;A;21110;;
628;Fabricage van watten;fabricage van watten;A;21110;;
629;Fabricage van watten;fabricage van watten;C;75400;;
630;Fabricage van watten;fabricage van watten;D;75400;;
631;Apprèteerderij, bleekerij, drukkerij, ververij enz.;apprèteerderij bleekerij drukkerij ververij enz;;;;
632;Lakenververs;lakenververs;D;75625;;
633;Zeilmakerij en touwslagerij;zeilmakerij en touwslagerij;;;;
634;Fabricage van netten;fabricage van netten;B;21110;;
635;Fabricage van touw;fabricage van touw;A;21110;;
636;Fabricage van touw;fabricage van touw;C;75710;;
637;Fabricage van touw;fabricage van touw;D;75710;;
638;Zeilmakers;zeilmakers;A;79920;;
639;Zeilmakers;zeilmakers;D;79920;;
640;Totaal voor XIV;totaal voor xiv;A;;;
641;Totaal voor XIV;totaal voor xiv;B;;;
642;Totaal voor XIV;totaal voor xiv;C;;;
643;Totaal voor XIV;totaal voor xiv;D;;;
644;Totaal voor groep XIV;totaal voor groep xiv;;;;
645;Verlichting, olie, vet, zeep enz.;verlichting olie vet zeep enz;;;;
646;Verlichting enz. (incl.gemeentelijke gasfabrieken);verlichting enz incl gemeentelijke gasfabrieken;;;;
647;Fabricage van elektriciteit;fabricage van elektriciteit;B;21110;;
648;Fabricage van elektriciteit;fabricage van elektriciteit;C;85110;;
649;Fabricage van elektriciteit;fabricage van elektriciteit;D;85110;;
650;Fabricage van gas;fabricage van gas;B;21110;;
651;Fabricage van gas;fabricage van gas;C;74925;;
652;Fabricage van gas;fabricage van gas;D;74925;;
653;Fabricage van kaarsen;fabricage van kaarsen;A;21110;;
654;Fabricage van kaarsen;fabricage van kaarsen;B;21110;;
655;Fabricage van kaarsen;fabricage van kaarsen;C;94960;;
656;Fabricage van kaarsen;fabricage van kaarsen;D;94960;;
657;Gasfitters;gasfitters;D;87120;;
658;Olie, vernis, vet, zeep, enz.;olie vernis vet zeep enz;;;;
659;Fabricage van olie (olieslagers);fabricage van olie olieslagers;A;21110;;
660;Fabricage van olie (olieslagers);fabricage van olie olieslagers;D;77920;;
661;Fabricage van vernis;fabricage van vernis;A;21110;;
662;Fabricage van vernis;fabricage van vernis;D;74100;;
663;Zeepzieders;zeepzieders;A;74220;;
664;Zeepzieders;zeepzieders;D;74220;;
665;Totaal voor XV;totaal voor xv;A;;;
666;Totaal voor XV;totaal voor xv;B;;;
667;Totaal voor XV;totaal voor xv;C;;;
668;Totaal voor XV;totaal voor xv;D;;;
669;Totaal voor groep XV;totaal voor groep xv;;;;
670;Voedings- en genotmiddelen;voedings en genotmiddelen;;;;
671;Fabricage van meel;fabricage van meel;A;21110;;
672;Fabricage van meel;fabricage van meel;B;21110;;
673;Fabricage van meel;fabricage van meel;C;77120;;
674;Fabricage van meel;fabricage van meel;D;77120;;
675;Grutters;grutters;A;41030;;
676;Grutters;grutters;C;41030;;
677;Grutters;grutters;D;41030;;
678;Molenaars (meel, rijst-, enz);molenaars meel rijst enz;A;77120;;
679;Molenaars (meel, rijst-, enz);molenaars meel rijst enz;B;77120;;
680;Molenaars (meel, rijst-, enz);molenaars meel rijst enz;D;77120;;
681;Bakkerijen (brood-, banket-, suiker-, enz.);bakkerijen brood banket suiker enz;;;;
682;Balletjesmakers;balletjesmakers;A;81190;;
683;Balletjesmakers;balletjesmakers;D;81190;;
684;Beignets-, poffertjes-'en wafelbakkers;beignets poffertjesen wafelbakkers;A;77630;;
685;Beignets-, poffertjes-'en wafelbakkers;beignets poffertjesen wafelbakkers;D;77630;;
686;Brood- en beschuitbakkers;brood en beschuitbakkers;A;77610;;
687;Brood- en beschuitbakkers;brood en beschuitbakkers;B;77610;;
688;Brood- en beschuitbakkers;brood en beschuitbakkers;C;77610;;
689;Brood- en beschuitbakkers;brood en beschuitbakkers;D;77610;;
690;Confiseurs;confiseurs;A;77660;;
691;Confiseurs;confiseurs;D;77660;;
692;Fabricage van bisquit;fabricage van bisquit;B;21110;;
693;Fabricage van bisquit;fabricage van bisquit;C;77610;;
694;Fabricage van bisquit;fabricage van bisquit;D;77610;;
695;Fabricage van brood en beschuit;fabricage van brood en beschuit;A;21110;;
696;Fabricage van brood en beschuit;fabricage van brood en beschuit;B;21110;;
697;Fabricage van brood en beschuit;fabricage van brood en beschuit;C;77610;;
698;Fabricage van brood en beschuit;fabricage van brood en beschuit;D;77610;;
699;Fabricage van pepermunt;fabricage van pepermunt;A;21110;;
700;Fabricage van pepermunt;fabricage van pepermunt;D;77690;;
701;Fabricage van suikerwerken;fabricage van suikerwerken;A;21110;;
702;Fabricage van suikerwerken;fabricage van suikerwerken;B;21110;;
703;Fabricage van suikerwerken;fabricage van suikerwerken;C;77660;;
704;Fabricage van suikerwerken;fabricage van suikerwerken;D;77660;;
705;Koek- en banketbakkers;koek en banketbakkers;A;77630;;
706;Koek- en banketbakkers;koek en banketbakkers;D;77630;;
707;koks en kooksters;koks en kooksters;A;53100;;
708;Koks en kooksters;koks en kooksters;B;53100;;
709;Koks en kooksters;koks en kooksters;C;53100;;
710;Koks en kooksters;koks en kooksters;D;53100;;
711;Beetwortelsuikerfabrieken en suiker raffinaderijen;beetwortelsuikerfabrieken en suiker raffinaderijen;;;;
712;Suikerraffinadeurs;suikerraffinadeurs;A;77250;;
713;Suikerraffinadeurs;suikerraffinadeurs;B;77250;;
714;Suikerraffinadeurs;suikerraffinadeurs;C;77250;;
715;Suikerraffinadeurs;suikerraffinadeurs;D;77250;;
716;Aardappelmeel- en stroopfabrieken, stijfsel enz,;aardappelmeel en stroopfabrieken stijfsel enz;;;;
717;Fabricage van siroop;fabricage van siroop;A;21110;;
718;Fabricage van siroop;fabricage van siroop;D;77290;;
719;Cacao- en chocoladefabrieken;cacao en chocoladefabrieken;;;;
720;Fabricage van cacao;fabricage van cacao;A;21110;;
721;Fabricage van cacao;fabricage van cacao;C;77760;;
722;Fabricage van cacao;fabricage van cacao;D;77760;;
723;Fabricage van chocolaad;fabricage van chocolaad;A;21110;;
724;Fabricage van chocolaad;fabricage van chocolaad;C;77760;;
725;Fabricage van chocolaad;fabricage van chocolaad;D;77760;;
726;Koffie, (bewerking van) cichorei, koffiestroop enz.;koffie bewerking van cichorei koffiestroop enz;;;;
727;Fabricage van cichorei en koffiestroop;fabricage van cichorei en koffiestroop;D;77760;;
728;Koffiebranders;koffiebranders;A;77750;;
729;Koffiebranders;koffiebranders;B;77750;;
730;Koffiebranders;koffiebranders;C;77750;;
731;Koffiebranders;koffiebranders;D;77750;;
732;Koffiepellers;koffiepellers;D;77790;;
733;Koffiesorteerders;koffiesorteerders;A;77790;;
734;Koffiesorterders;koffiesorterders;D;77790;;
735;Verduurzaamde levensmiddelen;verduurzaamde levensmiddelen;;;;
736;Fabricage van comestibles;fabricage van comestibles;A;21110;;
737;Fabricage van comestibles;fabricage van comestibles;C;77990;;
738;Fabricage van comestibles;fabricage van comestibles;D;77990;;
739;Fabricage van mosterd;fabricage van mosterd;A;21110;;
740;Fabricage van mosterd;fabricage van mosterd;D;77990;;
741;Fabricage van verduurzaamde levensmiddelen;fabricage van verduurzaamde levensmiddelen;A;21110;;
742;Fabricage van verduurzaamde levensmiddelen;fabricage van verduurzaamde levensmiddelen;D;77490;;
743;Vleeschbewerking;vleeschbewerking;;;;
744;Fabricage van vleeschwaren;fabricage van vleeschwaren;A;21110;;
745;Fabricage van vleeschwaren;fabricage van vleeschwaren;D;77330;;
746;Paardenslachters;paardenslachters;A;77320;;
747;Paardenslachters;paardenslachters;D;77320;;
748;Poeliers;poeliers;A;41030;;
749;Poeliers;poeliers;D;41030;;
750;Spekslagers;spekslagers;A;77390;;
751;Spekslagers;spekslagers;B;77390;;
752;Spekslagers;spekslagers;D;77390;;
753;Vleeschhouwers;vleeschhouwers;A;77330;;
754;Vleeschhouwers;vleeschhouwers;B;77330;;
755;Vleeschhouwers;vleeschhouwers;C;77330;;
756;Vleeschhouwers;vleeschhouwers;D;77330;;
757;Vischbewerking;vischbewerking;;;;
758;Haringpakkers;haringpakkers;D;97990;;
759;Stokvischbeukers;stokvischbeukers;D;77940;;
760;Vischschoonmaaksters;vischschoonmaaksters;D;53190;;
761;Boter- en kaasbereiding;boter en kaasbereiding;;;;
762;Fabricage van boter;fabricage van boter;C;77530;;
763;Fabricage van boter;fabricage van boter;D;77530;;
764;Fabricage van boter en kaas;fabricage van boter en kaas;B;21110;;
765;Fabricage van kunstboter;fabricage van kunstboter;A;21110;;
766;Fabricage van kunstboter;fabricage van kunstboter;B;21110;;
767;Fabricage van hulpmiddelen voor de zuivelbereiding;fabricage van hulpmiddelen voor de zuivelbereiding;A;21110;;
768;Vruchtensappen, mineraalwater, ijsbereiding.;vruchtensappen mineraalwater ijsbereiding;;;;
769;Fabricage van kunstijs;fabricage van kunstijs;A;21110;;
770;Fabricage van kunstijs;fabricage van kunstijs;C;74990;;
771;Fabricage van kunstijs;fabricage van kunstijs;D;74990;;
772;Fabricage van minerale wateren;fabricage van minerale wateren;A;21110;;
773;Fabricage van minerale wateren;fabricage van minerale wateren;B;21110;;
774;Fabricage van minerale wateren;fabricage van minerale wateren;C;77890;;
775;Fabricage van minerale wateren;fabricage van minerale wateren;D;77890;;
776;Fabricage van vruchtensappen;fabricage van vruchtensappen;A;21110;;
777;Jenever- en likeurstokerijen;jenever en likeurstokerijen;;;;
778;Branders (fabricage van alcohol);branders fabricage van alcohol;A;74490;;
779;Branders (fabricage van alcohol);branders fabricage van alcohol;D;74490;;
780;Distillateurs;distillateurs;A;74400;;
781;Distillateurs;distillateurs;B;74400;;
782;Distillateurs;distillateurs;C;74400;;
783;Fabricage van gist;fabricage van gist;A;21110;;
784;Fabricage van gist;fabricage van gist;D;77840;;
785;Fabricage van likeuren;fabricage van likeuren;A;21110;;
786;Fabricage van likeuren;fabricage van likeuren;B;21110;;
787;Fabricage van likeuren;fabricage van likeuren;C;77890;;
788;Fabricage van likeuren;fabricage van likeuren;D;77890;;
789;Brouwerij, azijnmakerij, enz;brouwerij azijnmakerij enz;;;;
790;Bierbottelaars;bierbottelaars;A;97152;;
791;Bierbottelaars;bierbottelaars;D;97152;;
792;Bierbrouwers;bierbrouwers;A;77810;;
793;Bierbrouwers;bierbrouwers;B;77810;;
794;Bierbrouwers;bierbrouwers;C;77810;;
795;Bierbrouwers;bierbrouwers;D;77810;;
796;Fabricage van azijn;fabricage van azijn;A;21110;;
797;Fabricage van azijn;fabricage van azijn;C;77870;;
798;Fabricage van azijn;fabricage van azijn;C;77870;;
799;Mouters;mouters;D;77820;;
800;Tabakbewerking;tabakbewerking;;;;
801;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;A;21110;;
802;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;B;21110;;
803;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;C;78100;;
804;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;D;78100;;
