"occupation_c" "position_c" "age_c" "gender_c" "marital_status_c" "municipality_c" "occupation" "population" "HISCO"
"427993" "Matrozen" "D" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 1 "98135"
"428001" "Matrozen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 170 "98135"
"428009" "Matrozen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 1 "98135"
"428017" "Matrozen" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 1 "98135"
"428025" "Matrozen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 140 "98135"
"428033" "Matrozen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 5 "98135"
"428041" "Matrozen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 170 "98135"
"428049" "Matrozen" "D" "61 - 65
1838 - 1834" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 3 "98135"
"428057" "Matrozen" "D" "61 - 65
1838 - 1834" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 1 "98135"
"428065" "Matrozen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 60 "98135"
"428073" "Matrozen" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 10 "98135"
"428081" "Matrozen" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 10 "98135"
"428089" "Matrozen" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 3 "98135"
"428097" "Matrozen" "D" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 3 "98135"
"428105" "Matrozen" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 1 "98135"
"428113" "Matrozen" "D" "61 - 65
1838 - 1834" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 1 "98135"
"428121" "Matrozen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 10 "98135"
"428129" "Matrozen" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 40 "98135"
"428137" "Matrozen" "D" "18 - 22
1881 - 1877" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 6 "98135"
"428145" "Matrozen" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 3 "98135"
"428153" "Matrozen" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 1 "98135"
"428161" "Matrozen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 4 "98135"
"428169" "Matrozen" "D" "61 - 65
1838 - 1834" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 10 "98135"
"428177" "Matrozen" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 200 "98135"
"428185" "Matrozen" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 3 "98135"
"428193" "Matrozen" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Matrozen>" 40 "98135"
"428201" "Melkboeren (niet melkslijters)" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 2 "41030"
"428205" "Melkboeren (niet melkslijters)" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 2 "41030"
"428209" "Melkboeren (niet melkslijters)" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428213" "Melkboeren (niet melkslijters)" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 5 "41030"
"428217" "Melkboeren (niet melkslijters)" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428221" "Melkboeren (niet melkslijters)" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428225" "Melkboeren (niet melkslijters)" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428229" "Melkboeren (niet melkslijters)" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428233" "Melkboeren (niet melkslijters)" "A" "18 - 22
1881 - 1877" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428237" "Melkboeren (niet melkslijters)" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 3 "41030"
"428241" "Melkboeren (niet melkslijters)" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428245" "Melkboeren (niet melkslijters)" "C" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428247" "Melkboeren (niet melkslijters)" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428250" "Melkboeren (niet melkslijters)" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428253" "Melkboeren (niet melkslijters)" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren__niet_melkslijters_>" 1 "41030"
"428256" "Melkboeren, (slijters)" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 20 "41030"
"428261" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428266" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 20 "41030"
"428271" "Melkboeren, (slijters)" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428276" "Melkboeren, (slijters)" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428281" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428286" "Melkboeren, (slijters)" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428291" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 220 "41030"
"428296" "Melkboeren, (slijters)" "A" "18 - 22
1881 - 1877" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428301" "Melkboeren, (slijters)" "A" "61 - 65
1838 - 1834" "VROUWEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428306" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428311" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 4 "41030"
"428316" "Melkboeren, (slijters)" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 40 "41030"
"428321" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428326" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "VROUWEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428331" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "VROUWEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428336" "Melkboeren, (slijters)" "A" "14 of 15
1885 - 1884" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428341" "Melkboeren, (slijters)" "A" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428346" "Melkboeren, (slijters)" "A" "12 of 13
1887 - 1886 " "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428351" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "VROUWEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428356" "Melkboeren, (slijters)" "A" "16 of 17
1883 - 1882" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428361" "Melkboeren, (slijters)" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 120 "41030"
"428366" "Melkboeren, (slijters)" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 30 "41030"
"428371" "Melkboeren, (slijters)" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428376" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 10 "41030"
"428381" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 4 "41030"
"428386" "Melkboeren, (slijters)" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 10 "41030"
"428391" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "VROUWEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428396" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 10 "41030"
"428401" "Melkboeren, (slijters)" "A" "18 - 22
1881 - 1877" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 4 "41030"
"428406" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 10 "41030"
"428411" "Melkboeren, (slijters)" "A" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428416" "Melkboeren, (slijters)" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428421" "Melkboeren, (slijters)" "A" "61 - 65
1838 - 1834" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 8 "41030"
"428426" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 20 "41030"
"428431" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 7 "41030"
"428436" "Melkboeren, (slijters)" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428441" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 5 "41030"
"428446" "Melkboeren, (slijters)" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 5 "41030"
"428451" "Melkboeren, (slijters)" "A" "66 - 70
1833 - 1829" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428456" "Melkboeren, (slijters)" "A" "71 en daarboven
1828 en vroeger" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428461" "Melkboeren, (slijters)" "A" "18 - 22
1881 - 1877" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 10 "41030"
"428466" "Melkboeren, (slijters)" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 9 "41030"
"428471" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 50 "41030"
"428476" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "VROUWEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428481" "Melkboeren, (slijters)" "A" "18 - 22
1881 - 1877" "MANNEN" "O." "Zaandam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428486" "Melkboeren, (slijters)" "A" "18 - 22
1881 - 1877" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428491" "Melkboeren, (slijters)" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428496" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "VROUWEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428501" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428506" "Melkboeren, (slijters)" "A" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 5 "41030"
"428511" "Melkboeren, (slijters)" "A" "18 - 22
1881 - 1877" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428516" "Melkboeren, (slijters)" "A" "61 - 65
1838 - 1834" "VROUWEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428521" "Melkboeren, (slijters)" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 320 "41030"
"428526" "Melkboeren, (slijters)" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 10 "41030"
"428531" "Melkboeren, (slijters)" "A" "66 - 70
1833 - 1829" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428536" "Melkboeren, (slijters)" "B" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428539" "Melkboeren, (slijters)" "B" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428542" "Melkboeren, (slijters)" "B" "51 - 60
1848 - 1839" "VROUWEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428545" "Melkboeren, (slijters)" "B" "36 - 50
1863 - 1849" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428548" "Melkboeren, (slijters)" "B" "23 - 35
1876 - 1864" "MANNEN" "G." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428551" "Melkboeren, (slijters)" "B" "23 - 35
1876 - 1864" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428554" "Melkboeren, (slijters)" "C" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428556" "Melkboeren, (slijters)" "C" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428558" "Melkboeren, (slijters)" "C" "23 - 35
1876 - 1864" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428560" "Melkboeren, (slijters)" "C" "66 - 70
1833 - 1829" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428562" "Melkboeren, (slijters)" "C" "66 - 70
1833 - 1829" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428564" "Melkboeren, (slijters)" "C" "23 - 35
1876 - 1864" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428566" "Melkboeren, (slijters)" "C" "18 - 22
1881 - 1877" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428568" "Melkboeren, (slijters)" "C" "36 - 50
1863 - 1849" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428570" "Melkboeren, (slijters)" "C" "14 of 15
1885 - 1884" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428572" "Melkboeren, (slijters)" "C" "36 - 50
1863 - 1849" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428574" "Melkboeren, (slijters)" "D" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 1 "41030"
"428579" "Melkboeren, (slijters)" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428584" "Melkboeren, (slijters)" "D" "14 of 15
1885 - 1884" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 8 "41030"
"428589" "Melkboeren, (slijters)" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428594" "Melkboeren, (slijters)" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Haarlem" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 9 "41030"
"428599" "Melkboeren, (slijters)" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 10 "41030"
"428604" "Melkboeren, (slijters)" "D" "61 - 65
1838 - 1834" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 3 "41030"
"428609" "Melkboeren, (slijters)" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428614" "Melkboeren, (slijters)" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 40 "41030"
"428619" "Melkboeren, (slijters)" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 50 "41030"
"428624" "Melkboeren, (slijters)" "D" "23 - 35
1876 - 1864" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 10 "41030"
"428629" "Melkboeren, (slijters)" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 6 "41030"
"428634" "Melkboeren, (slijters)" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Helder (den)" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428639" "Melkboeren, (slijters)" "D" "51 - 60
1848 - 1839" "VROUWEN" "O." "Amsterdam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Melkboeren___slijters_>" 2 "41030"
"428644" "Melkboeren, (slijters)" "D" "14 of 15
